id,label,latitude,longitude,n1,n2,n3,n4,n5,d1,d2,d3,d4,d5
383,Greenwich Ave & Charles St,40.735238,-74.000271,380,223,345,369,252,0.16338095412453,0.17887880394223,0.18995539040131,0.20707266390278,0.22497740319612
384,Fulton St & Waverly Ave,40.68317813,-73.9659641,397,275,365,420,399,0.18366687988834,0.23023240026462,0.24498901485953,0.36517213614684,0.37412129709574
385,E 55 St & 2 Ave,40.75797322,-73.96603308,464,441,290,305,454,0.12522953413981,0.15351310124995,0.16732693013384,0.21574064235998,0.23609307543798
386,Centre St & Worth St,40.71494807,-74.00234482,355,330,387,308,320,0.15510022179284,0.17465660168633,0.19358362265627,0.23869400300799,0.24699741561215
387,Centre St & Chambers St,40.71273266,-74.0046073,224,330,386,316,319,0.099977314635144,0.13359063229432,0.19358362265627,0.24140672570127,0.25352036907631
388,W 26 St & 10 Ave,40.749717753,-74.002950346,489,458,462,512,509,0.090022571957665,0.16624377486688,0.21005832578878,0.23982717008979,0.29609155704985
389,Broadway & Berry St,40.71044554,-73.96525063,443,460,481,282,532,0.14561370945203,0.17021926861618,0.20223875186232,0.22076536584054,0.22913045580671
390,Duffield St & Willoughby St,40.69221589,-73.9842844,323,239,261,218,324,0.10699064531352,0.15721646677731,0.17839919869456,0.19780809585198,0.23505289555877
391,Clark St & Henry St,40.69760127,-73.99344559,322,232,406,216,407,0.1519894836932,0.20597573572324,0.2154480730298,0.21953320834916,0.22394139888107
392,Jay St & Tech Pl,40.695065,-73.987167,232,261,323,314,278,0.16844607215679,0.18686323030025,0.19201542529164,0.1961890062147,0.21939557371666
393,E 5 St & Avenue C,40.72299208,-73.97995466,317,150,411,302,394,0.14593080514553,0.15383519366165,0.17803125032917,0.18323680614899,0.194028901026
394,E 9 St & Avenue C,40.72521311,-73.97768752,266,339,393,411,317,0.14657190311529,0.18589125907647,0.194028901026,0.2092742546585,0.22313355912359
395,Bond St & Schermerhorn St,40.68807003,-73.98410637,431,324,218,298,243,0.086802750053163,0.20505517178597,0.21803287742319,0.2473297857566,0.24776584031322
396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,436,365,289,344,120,0.15670893491172,0.32545053335416,0.3326684586745,0.34732770406175,0.48062772294945
397,Fulton St & Clermont Ave,40.68415748,-73.96922273,384,420,275,353,416,0.18366687988834,0.24220356844486,0.24817451772956,0.28018104036057,0.29447815357672
398,Atlantic Ave & Furman St,40.69165183,-73.9999786,157,406,143,314,391,0.20867711578988,0.31975079814471,0.34955107758503,0.51694444025786,0.53491976780661
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,275,258,364,244,420,0.14648770790953,0.22307100953332,0.23944140505171,0.24014794984335,0.26502341558409
400,Pitt St & Stanton St,40.71926081,-73.98178024,349,150,342,410,356,0.095242849731237,0.12145667620484,0.15390844469735,0.20273538801767,0.21414550355493
401,Allen St & Rivington St,40.72019576,-73.98997825,473,312,265,531,311,0.11961286678483,0.13626062877418,0.16479093414699,0.16524870385127,0.22929697768014
402,Broadway & E 22 St,40.7403432,-73.98955109,444,491,497,496,435,0.14053374370432,0.1896629274955,0.22932476731922,0.25964948795993,0.25965341778219
403,E 2 St & 2 Ave,40.72502876,-73.99069656,439,428,265,300,312,0.098918264058331,0.15184868614234,0.19335256342384,0.21680227777073,0.22162120943945
404,9 Ave & W 14 St,40.7405826,-74.00550867,463,405,225,284,212,0.11694583640087,0.16202254778254,0.1623905824114,0.18519592855677,0.20308469815223
405,Washington St & Gansevoort St,40.739323,-74.008119,404,225,238,346,463,0.16202254778254,0.18167429691981,0.21743502766067,0.21812277775813,0.27050371640243
406,Hicks St & Montague St,40.69512845,-73.99595065,391,143,322,157,314,0.2154480730298,0.23199965220446,0.2585990256547,0.29281876071584,0.29737165955257
407,Henry St & Poplar St,40.700469,-73.991454,321,2000,217,216,391,0.098613679121603,0.17956655841596,0.20219855551644,0.21102491428952,0.22394139888107
408,Market St & Cherry St,40.71076228,-73.99400398,331,2009,295,296,308,0.1275780984924,0.15053631020488,0.23503853146928,0.28209402679273,0.28526474693012
409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,373,364,372,120,354,0.22954638935969,0.22959858249847,0.28171989625327,0.30698866592762,0.36733269323879
410,Suffolk St & Stanton St,40.72066442,-73.98517977,301,349,400,150,312,0.13035059095587,0.17896672462299,0.20273538801767,0.22679008124415,0.22719137391219
411,E 6 St & Avenue D,40.72228087,-73.97668709,266,302,393,394,150,0.10868484272873,0.11967338600139,0.17803125032917,0.2092742546585,0.23908794234622
412,Forsyth St & Canal St,40.7158155,-73.99422366,361,295,263,296,531,0.12245700125989,0.13830545852715,0.15190479056871,0.18817923150514,0.2307892989278
414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,2000,430,321,407,418,0.093248021255599,0.10835171166994,0.22765761043778,0.25672293473562,0.26907360898492
415,Pearl St & Hanover Square,40.7047177,-74.00926027,337,260,315,351,360,0.078240475695317,0.14650239657712,0.15627637731082,0.16920796442234,0.17129960970587
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,420,353,241,274,258,0.1554250692883,0.17152964833152,0.1974880941569,0.21540103035443,0.23735971584773
417,Barclay St & Church St,40.71291224,-74.01020234,319,152,147,309,146,0.05324149025311,0.13872400551797,0.18141875873552,0.20504272507933,0.23767809564237
418,Front St & Gold St,40.70224,-73.982578,430,2001,414,144,278,0.21548691648175,0.21987064108286,0.26907360898492,0.28325203815165,0.33618858683733
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,421,242,270,119,343,0.118453973042,0.14350321801392,0.20977448265508,0.23542934533978,0.24296889484835
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,258,416,275,397,399,0.12940277672674,0.1554250692883,0.22674316032936,0.24220356844486,0.26502341558409
421,Clermont Ave & Park Ave,40.69573398,-73.97129668,419,343,270,242,313,0.118453973042,0.16980330437595,0.18501365275885,0.18821140460095,0.19998459592309
422,W 59 St & 10 Ave,40.770513,-73.988038,530,513,480,423,499,0.14838014366937,0.15922841110267,0.29623400891953,0.32765158274818,0.33370329812022
423,W 54 St & 9 Ave,40.76584941,-73.98690506,449,447,513,480,450,0.099589517603614,0.17387546532448,0.18931527911259,0.20290214198099,0.25241973317091
426,West St & Chambers St,40.71754834,-74.01322069,276,309,147,327,146,0.14488327275341,0.17789199125814,0.18046873444958,0.23312367687465,0.23342528587725
427,Bus Slip & State St,40.701907,-74.013942,534,259,260,304,2008,0.077800018608937,0.096271982478572,0.16911714629365,0.18915091617721,0.30078357671476
428,E 3 St & 1 Ave,40.72467721,-73.98783413,439,403,312,432,438,0.15054297394773,0.15184868614234,0.19313272310054,0.23662390937711,0.24369429097662
430,York St & Jay St,40.7014851,-73.98656928,414,2000,321,418,407,0.10835171166994,0.16567418856301,0.19731703199346,0.21548691648175,0.2653409785154
431,Hanover Pl & Livingston St,40.68864636,-73.98263429,395,324,243,298,239,0.086802750053163,0.12073268744573,0.17285938932696,0.19930131740651,0.23974538604315
432,E 7 St & Avenue A,40.72621788,-73.98379855,438,445,317,326,236,0.14564657736396,0.14924453077224,0.15443545255748,0.23074681329166,0.2317980684897
433,E 13 St & Avenue A,40.72955361,-73.98057249,511,445,504,326,432,0.14958211797621,0.15476078023142,0.19267464306614,0.19346844713325,0.28576642132088
434,9 Ave & W 18 St,40.74317449,-74.00366443,463,116,212,509,470,0.086525379671023,0.14902057625289,0.16551021839501,0.18334648141314,0.19070287785853
435,W 21 St & 6 Ave,40.74173969,-73.99415556,168,334,466,446,402,0.14166222716318,0.16870102124163,0.20855090756794,0.22484742725634,0.25965341778219
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,396,344,289,365,120,0.15670893491172,0.20603713946659,0.30226323687129,0.39134627309762,0.42190043086605
437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,436,396,344,289,365,0.22214071883668,0.30303499838677,0.34856824399853,0.52171775133051,0.60408708909778
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,236,326,432,237,445,0.089259226824795,0.14075421760821,0.14564657736396,0.19365847977366,0.22304405525477
439,E 4 St & 2 Ave,40.7262807,-73.98978041,403,300,428,236,229,0.098918264058331,0.13080416838823,0.15054297394773,0.20234865687254,0.22459120492157
440,E 45 St & 3 Ave,40.75255434,-73.97282625,164,228,2017,359,516,0.13901385780635,0.1498684100447,0.18179777152341,0.20927612886113,0.26295039287169
441,E 52 St & 2 Ave,40.756014,-73.967416,454,385,464,367,164,0.12721178203649,0.15351310124995,0.23035904726526,0.23231910832224,0.24528801394337
442,W 27 St & 7 Ave,40.746647,-73.993915,446,494,379,466,521,0.14218711403917,0.18045021638624,0.21152168696469,0.22647754561318,0.26692593979103
443,Bedford Ave & S 9th St,40.70853074,-73.96408963,389,532,282,481,460,0.14561370945203,0.2143314514306,0.22339281542898,0.29151646967181,0.31378210859939
444,Broadway & W 24 St,40.7423543,-73.98915076,402,466,491,474,435,0.14053374370432,0.16337688798137,0.18989435187421,0.2292203139636,0.26543153829833
445,E 10 St & Avenue A,40.72740794,-73.98142006,432,433,317,326,438,0.14924453077224,0.15476078023142,0.19965030241039,0.20951648079992,0.22304405525477
446,W 24 St & 7 Ave,40.74487634,-73.99529885,442,494,334,453,466,0.14218711403917,0.19862530268559,0.20032937974366,0.20198152773391,0.2113895855026
447,8 Ave & W 52 St,40.76370739,-73.9851615,469,500,449,450,423,0.13110504299449,0.13596559159384,0.15628034359925,0.17351936524774,0.17387546532448
448,W 37 St & 10 Ave,40.75660359,-73.9979009,488,525,478,515,523,0.21894579803757,0.22532992011795,0.26018652343161,0.29613447615473,0.36656088907931
449,W 52 St & 9 Ave,40.76461837,-73.98789473,423,447,450,480,513,0.099589517603614,0.15628034359925,0.16212640398604,0.20229709364846,0.25421485042557
450,W 49 St & 8 Ave,40.76227205,-73.98788205,449,447,2021,173,479,0.16212640398604,0.17351936524774,0.2093335794472,0.21287941343872,0.22762196556848
453,W 22 St & 8 Ave,40.74475148,-73.99915362,470,509,334,446,494,0.10099685597992,0.15625254653149,0.19098765339255,0.20198152773391,0.20561547180132
454,E 51 St & 1 Ave,40.75455731,-73.96592976,441,516,385,164,228,0.12721178203649,0.19902005024717,0.23609307543798,0.24764981900882,0.31140405295163
455,1 Ave & E 44 St,40.75001986,-73.96905301,2017,516,164,440,518,0.11400144093423,0.15506970985132,0.2316578182318,0.26396859305634,0.2760995492737
456,E 53 St & Madison Ave,40.7597108,-73.97402311,520,137,2023,367,522,0.12968777456982,0.14442444586627,0.19415725281537,0.20029951902527,0.20427756773862
457,Broadway & W 58 St,40.76695317,-73.98169333,468,499,469,423,447,0.1172406159228,0.1525998591749,0.24815751698451,0.28320798065879,0.28851818157925
458,11 Ave & W 27 St,40.751396,-74.005226,388,489,462,459,525,0.16624377486688,0.18794484763389,0.31151613782295,0.34759183097106,0.35376053121087
459,W 20 St & 11 Ave,40.746745,-74.007756,462,212,509,388,434,0.1698874568772,0.23971949997028,0.31485177425399,0.32477260751279,0.32672057361637
460,S 4 St & Wythe Ave,40.71285887,-73.96590294,389,481,532,2002,443,0.17021926861618,0.17158621356901,0.31145468435126,0.31231310575408,0.31378210859939
461,E 20 St & 2 Ave,40.73587678,-73.98205027,325,2003,545,504,507,0.14298807809697,0.15171417431666,0.21155778813707,0.25361961026941,0.25507887035136
462,W 22 St & 10 Ave,40.74691959,-74.00451887,509,459,388,434,212,0.16565815296192,0.1698874568772,0.21005832578878,0.26261469410902,0.27447902912586
463,9 Ave & W 16 St,40.74206539,-74.00443172,434,404,212,116,225,0.086525379671023,0.11694583640087,0.15320333435911,0.15491089261269,0.18854932982385
464,E 56 St & 3 Ave,40.75934501,-73.96759673,305,385,2023,290,367,0.11293659683861,0.12522953413981,0.14408086967112,0.15865615279668,0.17802546287148
465,Broadway & W 41 St,40.75513557,-73.98658032,533,477,493,362,523,0.1515117102673,0.20057452195343,0.22383823676071,0.24081522884347,0.25339137832409
466,W 25 St & 6 Ave,40.74395411,-73.99144871,444,435,446,486,442,0.16337688798137,0.20855090756794,0.2113895855026,0.21682769195388,0.22647754561318
467,Dean St & 4 Ave,40.68312489,-73.97895137,83,271,298,274,353,0.14598112188314,0.15620834456425,0.25896571595696,0.28784782328968,0.28921845386312
468,Broadway & W 55 St,40.7652654,-73.98192338,457,469,447,500,423,0.1172406159228,0.13218229675506,0.20076868597249,0.21905524275079,0.26381412550857
469,Broadway & W 53 St,40.76344058,-73.98268129,500,447,468,173,510,0.087225505985067,0.13110504299449,0.13218229675506,0.21356390692414,0.22566083888794
470,W 20 St & 8 Ave,40.74345335,-74.00004031,453,116,334,509,434,0.10099685597992,0.13875092661019,0.16300365935285,0.17368414426042,0.19070287785853
471,Grand St & Havemeyer St,40.71286844,-73.95698119,539,532,481,2002,389,0.24189246323765,0.26365892662625,0.29715123618108,0.42791961919331,0.46435115330177
472,E 32 St & Park Ave,40.7457121,-73.98194829,546,476,526,160,474,0.1041770587951,0.17111937520556,0.20517364216734,0.25829515736519,0.25834864271308
473,Rivington St & Chrystie St,40.72110063,-73.9919254,265,401,531,312,251,0.085725124260692,0.11961286678483,0.15427320182906,0.16146553956379,0.20808315466654
474,5 Ave & E 29 St,40.7451677,-73.98683077,486,526,546,444,498,0.115174325841,0.1994629712245,0.20480178861264,0.2292203139636,0.24265259561853
475,E 16 St & Irving Pl,40.73524276,-73.98758561,297,325,285,497,483,0.077983151877005,0.164415843801,0.17210884770527,0.18117629108725,0.21906949566507
476,E 31 St & 3 Ave,40.74394314,-73.97966069,528,472,546,540,536,0.15373390344369,0.17111937520556,0.1800894582299,0.25228433997377,0.28371723150411
477,W 41 St & 8 Ave,40.75640548,-73.9900262,529,523,488,465,2021,0.094828202607464,0.13957249352633,0.19348716593879,0.20057452195343,0.21297757576487
478,11 Ave & W 41 St,40.76030096,-73.99884222,514,515,508,448,525,0.20970572226446,0.22152463324227,0.24317718777303,0.26018652343161,0.34655475368291
479,9 Ave & W 45 St,40.76019252,-73.9912551,2021,515,529,495,450,0.15244645741662,0.17616030934171,0.18176699198956,0.19608189822863,0.22762196556848
480,W 53 St & 10 Ave,40.76669671,-73.99061728,513,72,449,423,422,0.14932114871514,0.17780736685282,0.20229709364846,0.20290214198099,0.29623400891953
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,460,532,389,539,443,0.17158621356901,0.17528430686783,0.20223875186232,0.2275334329406,0.29151646967181
482,W 15 St & 7 Ave,40.73935542,-73.99931783,223,284,116,345,334,0.11140784803635,0.17537199581511,0.20247626813278,0.23079597170275,0.23555249161762
483,E 12 St & 3 Ave,40.73223272,-73.98889957,357,293,237,297,285,0.142869676206,0.16618971568254,0.16662008311358,0.17261122738359,0.18666110238769
484,W 44 St & 5 Ave,40.75500254,-73.98014437,318,493,517,519,153,0.16802501609985,0.19080107224529,0.19863318819352,0.20141516750476,0.21758171605149
485,W 37 St & 5 Ave,40.75038009,-73.98338988,153,526,517,267,362,0.14823679268702,0.20407622370426,0.22465666788967,0.22700148463799,0.23608693503996
486,Broadway & W 29 St,40.7462009,-73.98855723,474,498,505,526,466,0.115174325841,0.16410111262636,0.19432714647112,0.21602968772297,0.21682769195388
487,E 20 St & FDR Drive,40.73314259,-73.97573881,2003,545,511,504,433,0.24609512380389,0.26286559321298,0.27956156421431,0.31631027295412,0.35433841508868
488,W 39 St & 9 Ave,40.75645824,-73.99372222,529,523,477,448,515,0.1625566654003,0.17420642452898,0.19348716593879,0.21894579803757,0.2555889924662
489,10 Ave & W 28 St,40.75066386,-74.00176802,388,512,458,462,494,0.090022571957665,0.18133900020803,0.18794484763389,0.29609386250061,0.32981861625861
490,8 Ave & W 33 St,40.751551,-73.993934,521,492,379,523,512,0.088841422808502,0.18283062566567,0.20570166300462,0.25332905224375,0.25477041137844
491,E 24 St & Park Ave S,40.74096374,-73.98602213,537,540,402,444,546,0.11217004396657,0.15140427775872,0.1896629274955,0.18989435187421,0.28714640669396
492,W 33 St & 7 Ave,40.75019995,-73.99093085,379,505,267,490,498,0.080189128865696,0.15210465076532,0.17972358151162,0.18283062566567,0.18768229143774
493,W 45 St & 6 Ave,40.7568001,-73.98291153,484,465,173,510,153,0.19080107224529,0.22383823676071,0.27737343180796,0.29685334046406,0.33414636790319
494,W 26 St & 8 Ave,40.74734825,-73.99723551,442,512,446,453,521,0.18045021638624,0.19776021540338,0.19862530268559,0.20561547180132,0.24909484045096
495,W 47 St & 10 Ave,40.76269882,-73.99301222,479,508,515,450,449,0.19608189822863,0.19792913956102,0.19862731608432,0.27010752490895,0.29886856596981
496,E 16 St & 5 Ave,40.73726186,-73.99238967,497,382,168,285,345,0.12113574413777,0.16258827295022,0.20407145829101,0.20657164411042,0.24937868744807
497,E 17 St & Broadway,40.73704984,-73.99009296,496,285,382,475,402,0.12113574413777,0.17633153542913,0.17759397038317,0.18117629108725,0.22932476731922
498,Broadway & W 32 St,40.74854862,-73.98808416,505,486,267,526,492,0.038292236742247,0.16410111262636,0.16930487924844,0.17729766134882,0.18768229143774
499,Broadway & W 60 St,40.76915505,-73.98191841,457,468,422,423,513,0.1525998591749,0.26876554768092,0.33370329812022,0.34680412129931,0.35716485471853
500,Broadway & W 51 St,40.76228826,-73.98336183,469,173,447,510,468,0.087225505985067,0.1263719659527,0.13596559159384,0.19068539038399,0.21905524275079
501,FDR Drive & E 35 St,40.744219,-73.97121214,518,536,528,167,2017,0.27382168934143,0.28972629234742,0.31927142962811,0.41079308848617,0.41492548384627
502,Henry St & Grand St,40.714215,-73.981346,356,332,291,342,350,0.15399260701261,0.17011713296173,0.19805703706315,0.22857667113568,0.31256698539139
503,E 20 St & Park Ave,40.73827428,-73.98751968,497,402,491,325,475,0.15908851973856,0.1781791054268,0.20169711468717,0.20216716693694,0.20949915063222
504,1 Ave & E 15 St,40.73221853,-73.98165557,2003,433,326,461,511,0.15322687488061,0.19267464306614,0.23021081430167,0.25361961026941,0.28400039204293
505,6 Ave & W 33 St,40.74901271,-73.98848395,498,267,492,379,362,0.038292236742247,0.14251393339165,0.15210465076532,0.16341493863301,0.19396896678203
507,E 25 St & 2 Ave,40.73912601,-73.97973776,174,2012,545,537,540,0.13948672808334,0.15506488893502,0.20068415784554,0.24103208080019,0.2435737149245
508,W 46 St & 11 Ave,40.76341379,-73.99667444,495,478,515,72,479,0.19792913956102,0.24317718777303,0.25335068699499,0.30285853404336,0.36053941978383
509,9 Ave & W 22 St,40.7454973,-74.00197139,453,462,470,434,116,0.15625254653149,0.16565815296192,0.17368414426042,0.18334648141314,0.25832499401725
510,W 51 St & 6 Ave,40.7606597,-73.98042047,500,173,520,469,352,0.19068539038399,0.20967229789894,0.21216903313918,0.22566083888794,0.25295458584298
511,E 14 St & Avenue B,40.72938685,-73.97772429,433,445,487,504,394,0.14958211797621,0.23695514561745,0.27956156421431,0.28400039204293,0.28840178204189
512,W 29 St & 9 Ave,40.7500727,-73.99839279,489,521,494,388,490,0.18133900020803,0.18932049825588,0.19776021540338,0.23982717008979,0.25477041137844
513,W 56 St & 10 Ave,40.768254,-73.988639,480,422,423,530,449,0.14932114871514,0.15922841110267,0.18931527911259,0.24677360641169,0.25421485042557
514,12 Ave & W 40 St,40.76087502,-74.00277668,478,525,508,448,515,0.20970572226446,0.34263589114726,0.36437579710089,0.39017257422502,0.43037739476782
515,W 43 St & 10 Ave,40.76009437,-73.99461843,479,495,478,508,488,0.17616030934171,0.19862731608432,0.22152463324227,0.25335068699499,0.2555889924662
516,E 47 St & 1 Ave,40.75206862,-73.96784384,164,455,454,2017,440,0.15270925229508,0.15506970985132,0.19902005024717,0.21764787458601,0.26295039287169
517,E 41 St & Madison Ave,40.752141,-73.979782,519,153,318,484,485,0.076313446613751,0.097010544521757,0.11914102727223,0.19863318819352,0.22465666788967
518,E 39 St & 2 Ave,40.74780373,-73.9734419,167,2017,160,501,455,0.15609925633712,0.20387469548696,0.25664530944609,0.27382168934143,0.2760995492737
519,E 42 St & Vanderbilt Ave,40.752416,-73.97837,318,517,153,484,359,0.057858833291884,0.076313446613751,0.17250772064272,0.20141516750476,0.25655375217764
520,W 52 St & 5 Ave,40.75992262,-73.97648516,456,510,137,352,522,0.12968777456982,0.21216903313918,0.22050837148652,0.24379492284438,0.29994361465343
521,8 Ave & W 31 St,40.75044999,-73.99481051,490,512,379,492,494,0.088841422808502,0.18932049825588,0.19036222762363,0.20381694003485,0.24909484045096
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,367,228,2023,456,359,0.10666485652075,0.17626502514101,0.19791651034971,0.20427756773862,0.20770658005997
523,W 38 St & 8 Ave,40.75466591,-73.99138152,477,488,529,533,490,0.13957249352633,0.17420642452898,0.20172878040752,0.2466630352598,0.25332905224375
524,W 43 St & 6 Ave,40.75527307,-73.98316936,493,484,465,153,533,0.10637358928205,0.159433255359,0.17878845379503,0.23599173313846,0.26384742031085
525,W 34 St & 11 Ave,40.75594159,-74.0021163,448,514,478,458,489,0.22532992011795,0.34263589114726,0.34655475368291,0.35376053121087,0.36513377186301
526,E 33 St & 5 Ave,40.74765947,-73.98490707,498,474,485,472,505,0.17729766134882,0.1994629712245,0.20407622370426,0.20517364216734,0.20928931085868
527,E 33 St & 1 Ave,40.74315566,-73.97434726,536,528,501,476,2012,0.12963738367933,0.143064771649,0.17982186004141,0.28343535402562,0.2868955557929
528,2 Ave & E 31 St,40.74290902,-73.97706058,536,476,2012,507,501,0.13478760587395,0.15373390344369,0.23972619969097,0.29660188877887,0.31927142962811
529,W 42 St & 8 Ave,40.7575699,-73.99098507,477,488,2021,479,523,0.094828202607464,0.1625566654003,0.17255637261019,0.18176699198956,0.20172878040752
530,11 Ave & W 59 St,40.771522,-73.990541,422,513,480,72,423,0.14838014366937,0.24677360641169,0.33343978124887,0.3430221582592,0.43570434119209
531,Forsyth St & Broome St,40.71893904,-73.99266288,473,401,361,263,412,0.15427320182906,0.16524870385127,0.20291997762767,0.225338960346,0.2307892989278
532,S 5 Pl & S 4 St,40.710451,-73.960876,481,443,389,471,460,0.17528430686783,0.2143314514306,0.22913045580671,0.26365892662625,0.31145468435126
533,Broadway & W 39 St,40.75299641,-73.98721619,362,267,465,523,485,0.089334926650742,0.14140059535313,0.1515117102673,0.2466630352598,0.2698085124095
534,Water - Whitehall Plaza,40.70255065,-74.0127234,427,260,259,304,415,0.077800018608937,0.093746203863259,0.094001927740422,0.15133118567184,0.23522321112252
536,1 Ave & E 30 St,40.74144387,-73.97536082,528,2012,174,507,476,0.13478760587395,0.15748265409281,0.24943803612563,0.27957062685872,0.28371723150411
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,540,491,507,325,402,0.095780281070988,0.11217004396657,0.24103208080019,0.27937550301211,0.28585490992817
538,W 49 St & 5 Ave,40.75795248,-73.97787642,520,510,456,484,359,0.15438332677246,0.2296122312245,0.23544703281241,0.23588002347624,0.24829017719614
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2002,481,471,532,460,0.1878445213767,0.2275334329406,0.24189246323765,0.34001777762853,0.34280913623221
540,Lexington Ave & E 26 St,40.74147286,-73.98320928,537,491,546,507,476,0.095780281070988,0.15140427775872,0.20586020935775,0.2435737149245,0.25228433997377
545,E 23 St & 1 Ave,40.736502,-73.97809472,174,2003,507,461,2012,0.12149821309314,0.19703996997283,0.20068415784554,0.21155778813707,0.21425526954555
546,E 30 St & Park Ave S,40.74444921,-73.98303529,472,476,474,540,526,0.1041770587951,0.1800894582299,0.20480178861264,0.20586020935775,0.24249922919417
2000,Front St & Washington St,40.70255088,-73.98940236,414,430,407,321,217,0.093248021255599,0.16567418856301,0.17956655841596,0.18270517568745,0.23275085515412
2001,Sands St & Navy St,40.699773,-73.979927,144,418,119,278,242,0.10299668065984,0.21987064108286,0.27316091857867,0.29226834595468,0.36095207400134
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,539,481,460,471,389,0.1878445213767,0.29730460461725,0.31231310575408,0.42791961919331,0.4578885665479
2003,1 Ave & E 18 St,40.73416059,-73.98024289,461,504,545,487,325,0.15171417431666,0.15322687488061,0.19703996997283,0.24609512380389,0.27591982951573
2004,6 Ave & Broome St,40.724399,-74.004704,377,348,128,2010,248,0.14453534122846,0.16904441572883,0.20768902452446,0.22624011645685,0.2363000362922
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,282,443,389,343,242,0.24752179865737,0.4248598099322,0.46533079611522,0.51282367788985,0.52976686703429
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,281,352,457,468,137,0.17267891008215,0.17903761711015,0.28921430277187,0.29548898818425,0.34569595399611
2008,Little West St & 1 Pl,40.70569254,-74.01677685,304,363,427,260,534,0.18097305642916,0.18436934864583,0.30078357671476,0.30202509059873,0.30366796424762
2009,Catherine St & Monroe St,40.71117444,-73.99682619,408,308,82,296,331,0.15053631020488,0.15848359215337,0.1748986293545,0.20461006288824,0.25929000275131
2010,Grand St & Greene St,40.72165481,-74.00234737,257,377,303,268,2004,0.15647322777146,0.18194139434017,0.20217229166577,0.2230966840686,0.22624011645685
2012,E 27 St & 1 Ave,40.739445,-73.976806,174,507,536,545,528,0.092771887492447,0.15506488893502,0.15748265409281,0.21425526954555,0.23972619969097
2017,E 43 St & 2 Ave,40.75022392,-73.97121414,455,440,518,164,516,0.11400144093423,0.18179777152341,0.20387469548696,0.21292737412528,0.21764787458601
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,479,529,450,477,173,0.15244645741662,0.17255637261019,0.2093335794472,0.21297757576487,0.23749587014644
2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,290,385,464,454,305,0.31501013850766,0.35910176292444,0.44309545545125,0.44466867685069,0.45392484583217
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,367,464,305,137,456,0.098780385328262,0.14408086967112,0.18325516815257,0.19174616972935,0.19415725281537
3002,South End Ave & Liberty St,40.711512,-74.015756,363,327,309,417,195,0.2303050195026,0.2678898844349,0.27934592059502,0.30654582119257,0.32634562109898
